title,category,content
Dinkes kembali menemukan 7 santriwati di ponpes positif COVID-19,Humaniora, Cianjur Dinas Kesehatan Cianjur Jawa Barat kembali menemukan tujuh orang santri perempuan di pondok pesantren di Kecamatan Cilaku positif COVID berdasarkan hasil tes usap sehingga jumlah santriwati yang menjalani isolasi menjadi orang di bawah pengawasan petugas kesehatan setempat Juru Bicara Pusat Informasi dan Kordinasi COVID Cianjur dr Yusman Faisal saat dihubungi Sabtu mengatakan terpaparnya ketujuh orang santriwati tersebut setelah sempat berkontak dengan santriwati yang lebih dulu ditemukan positif berdasarkan hasil tes usap Gugus tugas sempat melakukan tes cepat dan usap terhadap santriwati dan pengurus ponpes sehingga ditemukan orang santriwati positif COVID dan langsung menjalani isolasi di beberapa ruangan di ponpes sedangkan santri lainnya serta pengurus ponpes dinyatakan negatif katanya Hingga saat ini ponpes di Kecamatan Cilaku secara rutin melaporkan kondisi kesehatan santri dan pengurus ponpes bersamaan dengan tujuh ponpes lainnya di Cianjur Sedangkan ratusan ponpes lainnya yang tersebar di berbagai wilayah masih belum melapor secara rutin Pihaknya akan jemput bola dengan mendatangi ponpes dengan melakukan tes cepat usap atau RT PCR guna mengetahui kondisi kesehatan santri dan pengurus sebagai upaya mendeteksi dini dan mencegah terus bertambahnya kluster ponpes di Cianjur Kami juga akan memantau ponpes lainnya di Cianjur sebagai upaya penanganan cepat karena penularan di bulan Desember lebih sporadis dibandingkan bulan sebelumnya Tingkat kesembuhan di kluster ponpes sedikit terlambat karena pasien tidak mematuhi sejumlah larangan sehingga isolasi kembali diulang katanya Ia menambahkan aktifitas di ponpes di Cianjur sudah berjalan secara tatap muka sejak beberapa bulan belakang sehingga diperlukan kerjasama semua pihak termasuk pengurus yang seharusnya rutin melaporkan kondisi kesehatan santri dan pengurus agar upaya maksimal memutus rantai penularan dapat dilakukan 
"Korsel laporkan 950 kasus COVID-19 baru, kenaikan harian tertinggi",Dunia, Seoul Korea Selatan melaporkan kasus COVID baru pada Jumat tengah malam jumlah harian tertinggi sejak puncak kasus yang dilaporkan pada Februari sebanyak Badan Pengendalian dan Pencegahan Penyakit Korea KDCA mengatakan pada hari Sabtu Dari kasus baru ditularkan secara lokal dan diimpor sehingga total menjadi infeksi dengan kematian Lebih dari persen kasus yang ditularkan di dalam negeri berasal dari Seoul dan daerah sekitarnya Terlepas dari aturan jarak sosial yang lebih ketat yang mulai berlaku pada hari Selasa termasuk jam malam yang belum pernah terjadi sebelumnya di restoran dan sebagian besar bisnis lainnya Korea Selatan menderita gelombang ketiga wabah virus corona Kasus baru secara konsisten terjadi sekitar kasus selama seminggu terakhir Lonjakan tersebut telah menjadi pukulan bagi sistem pemberantasan pandemi kebanggaan Korea Selatan yang berhasil menggunakan pelacakan invasif pengujian dan karantina untuk menghindari penguncian dan menumpulkan gelombang sebelumnya dan menjaga infeksi di bawah per hari selama sebagian besar musim panas Menyebut gelombang saat ini sebagai krisis kritis Perdana Menteri Chung Sye kyun mengatakan pada hari Jumat bahwa dia akan mengirim sekitar petugas militer polisi dan pemerintah di setiap distrik di wilayah Seoul yang lebih besar untuk membantu melacak pasien potensial Sumber Reuters 
Inggris persingkat masa isolasi mandiri COVID-19,Dunia, London Inggris pada Jumat mengatakan akan mempersingkat masa isolasi mandiri COVID dari hari menjadi hari Perubahan itu berlaku bagi mereka yang diduga melakukan kontak dengan individu terinfeksi COVID di dalam negeri juga mereka yang tiba dari luar negeri Masa isolasi mandiri yang lebih singkat akan dimulai pada Desember dan berlaku di Inggris Skotlandia serta Irlandia Utara menurut pernyataan pemerintah Percepatan itu sebelumnya diterapkan di Wales Setelah meninjau bukti kini kami yakin bahwa kami dapat mengurangi jumlah hari agar kontak isolasi mandiri dari hari menjadi hari kata empat penasihat kesehatan pemerintah Inggris melalui pernyataan Mempersingkat masa isolasi akan membantu orang orang segera kembali berkerja dan bersekolah membantu pemulihan ekonomi sementara perjalanan internasional seharusnya mendapatkan keuntungan dari pelonggaran aturan membantu maskapai yang minim pendapatan Hitungan mundur karantina hari dimulai sejak hari terinfeksi tes atau mulai ada gejala menurut pernyataan itu Tes dan Pelacakan NHS organisasi yang bertanggung jawab menghubungi mereka yang diduga terpapar virus akan mengeluarkan pedoman baru pada Senin Sebagian besar tujuan perjalanan utama warga Inggris seperti Prancis Spanyol dan Amerika Serikat tidak masuk dalam daftar koridor perjalanan aman Inggris Dengan demikian mereka yang tiba dari negara negara tersebut harus melakukan karantina Sumber Reuters RI amankan juta dosis vaksin Inggris AstraZeneca Penerjemah Asri Mayang SariEditor Tia Mutiasari 
Bupati Gianyar salurkan 31.500 paket sembako tahap III,Humaniora, Saya juga sempat mempersilakan yang belum pernah mendapat bantuan untuk mendaftar di kantor bupatiGianyar Bali Bupati Gianyar I Made Mahayastra menyalurkan bantuan paket sembako tahap ketiga kepada keluarga miskin di areal parkir Pasar Singakerta Di penghujung tahun ini adalah penutup Tahun sehingga sekaranglah kita distribusikan kepada KK dan saya rasa clear semua mendapatkan ujar Bupati Mahayastra dalam siaran pers Diskominfo Gianyar di Gianyar Sabtu Penerima bantuan itu masyarakat yang dikategorikan kurang mampu serta belum pernah memperoleh bantuan stimulus lainnya Penerima bantuan sembako hari ini ialah masyarakat yang dikategorikan kurang mampu yang terdampak pandemi COVID serta masyarakat yang belum pernah memperoleh bantuan stimulus setelah diverifikasi oleh provinsi serta adanya masyarakat yang dulunya dianggap mampu namun tetap membutuhkan bantuan dan diperbolehkan oleh undang undang ujarnya Mahayastra saat pembagian sembako tahap kedua juga mengimbau masyarakat yang memang belum tersentuh bantuan apapun dan belum mendapatkan bantuan sembako dari bupati Mereka diminta terlebih dahulu mendaftar langsung ke kantor bupati Saya juga sempat mempersilakan yang belum pernah mendapat bantuan untuk mendaftar di kantor bupati Sebanyak orang mendaftar langsung namun setelah dilakukan verifikasi hanya KK lebih yang lolos dan kita langsung distribusikan barengan hari ini katanya Pada April Pemkab Gianyar melakukan pendistribusian paket sembako kepada keluarga miskin di daerah setempat yang terdampak pandemi COVID Pada Juli Pemkab Gianyar juga memberikan bantuan sembako kepada KK miskin pada Agustus kepada KK dan pada hari ini paket sembako Pembagian bantuan dilakukan serentak hari ini di tujuh kecamatan di Kabupaten Gianyar merupakan bentuk kebijakan dalam hal membantu masyarakat terdampak COVID untuk memenuhi kebutuhan sehari harinya Selain itu program strategis sebagai salah satu wujud Bupati Gianyar membantu meringankan beban masyarakat Ia berterima kasih kepada masyarakat setempat yang telah mendengarkan arahan Pemkab Gianyar dalam upaya penanganan COVID serta mendukung pembangunan di segala bidang 
Jadwal Liga Inggris malam ini: Memburu momentum Derbi Manchester,Liga Inggris, Jakarta Derbi Manchester jelas menjadi sajian utama dalam rangkaian jadwal Liga Inggris pekan ke yang berlangsung Sabtu malam ini tapi lebih dari itu pertandingan tersebut juga menjelma sebagai panggung perburuan momentum bagi Manchester United maupun Manchester City United baru saja menderita luka mendalam ketika awal kampanye mereka yang tampak meyakinkan di Liga Champions berakhir tragis menjadi vonis penurunan kasta ke Liga Europa karena kekalahan di markas RB Leipzig tengah pekan lalu Sedangkan City kendati pekan lalu sempat menembus empat besar klasemen fakta bahwa mereka kini ada di urutan kedelapan tak menutupi kenyataan ini bukanlah awal musim yang ideal bagi sebuah klub kaya raya yang memiliki pelatih sekelas Pep Guardiola Maka Old Trafford malam ini jelas akan menjadi ajang perebutan momentum bagi kedua tim kota Manchester yang bukan tidak mungkin bakal memegang peranan krusial dalam kelanjutan musim mereka di Liga Inggris Secara statistika kedua tim Manchester punya hal hal yang bisa jadi motivasi penampilan nanti malam Musim lalu United memborong kemenangan dua Derbi Manchester di Liga Inggris ditambah satu lainnya di semifinal Piala Liga Inggris membuat Ole Gunnar Solskjaer jadi pelatih dengan rasio kemenangan terbesar ketika menghadapi Guardiola yakni tiga kali menang dalam lima pertemuan dibandingkan pelatih pelatih lain yang setidaknya empat kali pernah menghadapi timnya Pep Sebaliknya City adalah tim tersukses dalam laga tandang ke Old Trafford di era Liga Premier dengan tujuh kemenangan yang enam di antaranya dipetik dalam sembilan musim terakhir Kedua poin statistik itu sangat mungkin bertambah gemilang karena hasil pertandingan malam ini Chelsea bisa ke puncak lagi Selain Derbi Manchester jadwal pertandingan malam ini juga diwarnai lawatan Chelsea ke markas Everton Jika menang di Goodison Park Chelsea yang saat ini ada di urutan ketiga bisa ke puncak klasemen lagi melompati Tottenham Hotspur dan Liverpool yang baru main sehari berselang Everton sendiri punya bekal positif selalu menang tiap menjamu Chelsea di Goodison Park dalam dua musim terakhir Di pertandingan lebih awal Wolverhampton yang masih mencari cara mengobati absennya Raul Jimenez bakal menjamu Aston Villa di Molineux Sedangkan Newcastle United yang kehilangan beberapa pemain karena positif COVID dan pekan lalu terpaksa meminta penundaan jadwal karenanya akan kembali merumput menghadapi West Bromwich Albion di St James Park Berikut jadwal Liga Inggris pekan ke tuan rumah disebut pertama dalam WIB Sabtu dini hari Leeds United West Ham United Mateusz Klich p Tomas Soucek Angelo Ogbonna Sabtu malam s d Minggu dini hari Wolverhampton vs Aston Villa Newcastle United vs West Bromwich Albion Manchester United vs Manchester City Everton vs Chelsea Minggu malam s d Senin dini hari Southampton vs Sheffield United Crystal Palace vs Tottenham Hotspur Fulham vs Liverpool Leicester City vs Brighton Hove Albion Arsenal vs BurnleyPewarta Gilang GaliarthaEditor Aditya Eko Sigit Wicaksono 
Catatan dan evaluasi Pilkada Serentak 2020,Infografik, Satuan Tugas Satgas Penanganan COVID mencatat tingkat kepatuhan masyarakat melaksanakan protokol kesehatan selama Pilkada Serentak cukup tinggi Dari sisi penyelenggaraan pesta demokrasi Badan Pengawas Pemilu menemukan sejumlah masalah di tempat pemungutan suara TPS 
Objek wisata religi Cikoromoy Pandeglang gunakan tiga posko prokes,Ekonomi, Kami selalu mengarahkan masyarakat sekitar dan juga pengunjung agar melakukan MPandeglang Banten Objek wisata religi Cikoromoy di Desa Kadubungbang Kecamatan Cimanuk Pandeglang Banten menggunakan tiga posko pengawasan dan penerapan protokol kesehatan prokes pandemi bagi para pengunjung Kepala Urusan Kaur Umum Desa Kadubungbang Tb Entus Suhaebin di Pandeglang Sabtu mengatakan sejak awal masa pandemi COVID di lokasi wisata sudah mulai dilakukan pengawasan dan penerapan prokes Untuk pengawasan prokes kita manfaatkan tiga posko yang ada Setiap pengunjung kita arahkan untuk menggunakan masker dan kita juga fasilitasi hand sanitizer bagi yang tidak menggunakan masker diarahkan untuk membeli di sekitar lokasi katanya Ia menjelaskan saat libur akhir pekan jumlah pengunjung selalu meningkat dibanding hari biasa karena Cikoromoy memiliki dua lokasi wisata ada tempat ziarah dan ada juga tempat pemandian alami Karena pandemi masih ada kami selalu waspada Karenanya kami selalu mengarahkan masyarakat sekitar dan juga pengunjung agar melakukan M yaitu menggunakan masker mencuci tangan dan menghindari kerumunan katanya Entus mengungkapkan wisata Cikoromoy setiap harinya selalu ramai dikunjungi karena selain berziarah pengunjung juga bisa memanfaatkan sumber air alami Apalagi hari libur walaupun pandemi Cikoromoy selalu ramai pengunjung dari berbagai daerah seperti Jakarta Tangerang Bogor dan daerah lain Oleh karena itu kami terus mengarahkan para petugas untuk selalu waspada terutama yang tidak menggunakan masker katanya Cikoromoy yang berada di kaki Gunung Pulosari menyajikan wisata yang sejuk untuk dikunjungi Dengan airnya yang jernih sambil berenang memungkinkan berswafoto di dalam air Destinasi wisata di Kabupaten Pandeglang tersebut selain untuk berenang dengan sumber air alami yang melimpah Cikoromoy juga menyajikan kolam peternakan ikan dengan beragam jenis satgascovid ingatpesanibucucitanganpakaisabun ingatpesanibujagajarak 
3 desa di Mukomuko selesai salurkan BLT-DD,Humaniora, Tahun ini kita menggunakan aplikasi Siskeudes dan dalam aplikasi ini desa masih memungkinkan untuk melakukan perubahan ketiga APBDes namun di aplikasi terbaru tidak bisa lagiMukomuko Sebanyak tiga desa di Kabupaten Mukomuko Provinsi Bengkulu yang mengalokasikan sebagian Dana Desa untuk bantuan langsung tunai tahap ketiga telah menyelesaikan penyaluran program tersebut kepada masyarakat yang terdampak COVID Tiga desa di daerah ini telah selesai menyalurkan Bantuan Langsung Tunai Dana Desa BLT DD kepada masyarakat yang terdampak COVID kata Kasi Administrasi Penggunaan Keuangan dan Aset Desa Dinas Pemberdayaan Masyarakat dan Desa Kabupaten Mukomuko Wagimin di Mukomuko Sabtu Sebanyak tiga desa yakni Desa Talang Kuning Teruntung dan Pondok Kopi di Kecamatan Teras Terunjam tahun ini mengalokasikan sebagian Dana Desa untuk BLT tahap ketiga bagi masyarakat yang terdampak COVID Ia menyebutkan keluarga warga yang terdampak COVID di Kabupaten Mukomuko masih menerima penyaluran BLT DD tahap ketiga Dia menjelaskan tiga desa itu masih bisa melanjutkan penyaluran BLT DD kepada warga terdampak COVID karena memiliki stok Dana Desa yang cukup dalam APBDes sedangkan jumlah BLT DD tahap ketiga ini sama dengan tahap kedua yakni Rp per orang menurun dibandingkan dengan BLT DD pada tahap pertama yang Rp Ia mengatakan tujuh desa sebelumnya berencana mengalokasikan sebagian Dana Desa untuk melanjutkan penyaluran BLT DD kepada masyarakat terdampak COVID Namun katanya empat desa batal karena tidak bisa melakukan perubahan APBDes ketiga dan mengunggah ke aplikasi Sistem Keuangan Desa Siskeudes terbaru yakni Siskeudes Tahun ini kita menggunakan aplikasi Siskeudes dan dalam aplikasi ini desa masih memungkinkan untuk melakukan perubahan ketiga APBDes namun di aplikasi terbaru tidak bisa lagi ujarnya 
Meksiko setujui penggunaan darurat vaksin COVID Pfizer,Dunia, Mexico City Meksiko menjadi negara keempat yang menyetujui penggunaan darurat vaksin COVID Pfizer setelah regulator kesehatan Cofepris mengeluarkan izin menurut pejabat kesehatan pada Jumat Cofepris memberikan otorisasi darurat untuk vaksin Pfizer dan BioNTech kata wakil menteri kesehatan Hugo Lopez Gatell saat konferensi pers di Jenewa merujuk pada mitra Pfizer dari Jerman itu Ini adalah tujuan untuk harapan Inggris Bahrain dan Kanada sebelumnya juga telah menyetujui vaksin Pfizer Sementara Badan Pengawas Obat dan Makanan Amerika Serikat FDA pada Jumat hampir memberikan restunya untuk vaksin tersebut Cofepris melalui pernyataan mengatakan bahwa pihaknya memberikan lampu hijau kepada Pfizer setelah anggota komite penasihatnya dengan suara bulat mendukung Pemerintah Meksiko menandatangani kontrak pembelian juta dosis vaksin COVID buatan Pfizer dengan pengiriman pertama akan tiba Desember ini Pada Jumat Meksiko mencatat kasus tambahan COVID dan kematian sehingga masing masing totalnya menjadi kasus dan kematian Sumber Reuters Pemerintah siapkan juta vaksin gratis untuk PBI BPJS tanpa komorbid Penerjemah Asri Mayang SariEditor Tia Mutiasari 
Universitas Brawijaya tetap lakukan pembelajaran daring semester depan,Humaniora, UB tetap melakukan protokol kesehatan jika memang diharuskan untuk melakukan praktikum dan kegiatan lapanganMalang Jawa Timur Universitas Brawijaya UB masih tetap akan memberlakukan pembelajaran secara daring pada semester depan semester genap Tahun Akademik karena pandemi COVID yang masih merebak Wakil Rektor I Bidang Akademik UB Prof Aulanni am di Malang Sabtu menjelaskan pembelajaran daring masih dilakukan dalam bentuk sinkron dan asinkron Pembelajaran sinkron merupakan belajar daring dalam waktu yang sama belajar secara langsung dan terlibat secara langsung kata Prof Aulanni am yang akrab disapa Aul itu Tidak hanya pembelajaran sinkron lanjutnya UB juga melakukan pembelajaran secara asinkron yakni pembelajaran daring pada waktu yang berbeda Komunikasi pada pembelajaran asinkron bisa dilakukan melalui web email atapun pesan yang diunggah di forum komunitas Untuk praktikum dan kegiatan lapangan UB memberlakukan penyertaan izin dari orang tua secara tertulis dan bagi mahasiswa yang mempunyai komorbiditas harus menyertakan bahwa dirinya sehat UB tetap melakukan protokol kesehatan jika memang diharuskan untuk melakukan praktikum dan kegiatan lapangan harus menggunakan masker dengan tiga lapis Mahasiswa yang punya komorbid dalam kondisi terkontrol dan yang masuk tidak dalam kondisi COVID katanya Berdasarkan Peraturan Rektor Nomor Tahun tentang Penyelenggaraan Kampus Tangguh Universitas Brawijaya proses pembelajaran semester genap diselenggarakan secara daring Dalam peraturan tersebut juga disebutkan penyelenggaraan penelitian dan kegiatan lapang lainnya dapat diselenggarakan secara luring dengan syarat civitas academica dan mahasiswa dalam kondisi sehat Mahasiswa vokasi dan S wajib mendapat persetujuan tertulis dari orang tua atau pihak yang menanggungnya serta menerapkan protokol kesehatan dan mendapatkan izin Dekan Fakultas atau Direktur Pascasarjana Direktur Vokasi Direktur PSDKU Selain itu pimpinan fakultas program wajib memastikan seluruh kegiatan sesuai dengan standar operasional prosedur protokol kesehatan serta melakukan pemantauan dan evaluasi secara berkala terhadap pelaksanaan kegiatan pembelajaran sesuai dengan standar protokol kesehatan Sebelumnya rektorat Universitas Brawijaya merilis adanya orang civitas academica dinyatakatan terinfeksi COVID setelah dilakukan tes usap Karena kasus COVID belum mereka kami tetapkan perkuliahan semester depan masih dilakukan secara daring demi menekan meluasnya virus corona di lingkungan kampus ucapnya 
Dinas Kota Bandung: Kuliner dan fesyen mampu bertahan saat pandemi,Ekonomi, Pelaku usaha kuliner bisa bergeser misalnya berjualan makanan maupun minuman dengan kandungan jahe yang meningkatkan imun tubuh atau usaha fesyen yang juga berbisnis maskerBandung Dinas Koperasi dan Usaha Mikro Kecil Menengah KUMKM Kota Bandung Jawa Barat mencatat jenis usaha kecil sektor kuliner dan fesyen mampu bertahan pada masa pandemi COVID ini Kepala Dinas KUMKM Kota Bandung Atet Dedi Handiman mengatakan dua jenis usaha itu dinilai lebih adaptif dalam memenuhi permintaan dan tren yang ada di tengah masyarakat pada masa pandemi Contohnya para pelaku usaha kuliner bisa bergeser misalnya berjualan makanan maupun minuman dengan kandungan jahe yang meningkatkan imun tubuh atau usaha fesyen yang juga berbisnis masker katanya di Bandung Jawa Barat Sabtu Sementara menurutnya jenis usaha yang cukup terpuruk pada masa pandemi COVID ini antara lain salon yang memerlukan tatap muka Untuk kuliner dan fesyen bisa dipasarkan secara daring tanpa adanya tatap muka antara penjual dan pembeli Sejauh ini kata dia ada sekitar UMKM yang dibina Dinas KUMKM Bandung Setelah dilakukan survei sekitar UMKM terdampak akibat pandemi COVID Kami survei UMKM lebih ternyata mereka terdampak mulai dari pemasaran dan modal kata Atet Untuk itu pihaknya bakal menjadikan data bantuan langsung tunai BLT UMKM untuk dijadikan sasaran pembinaan UMKM dari sejumlah instansi termasuk program pembinaan BUMN Menurut dia data UMKM penerima BLT itu merupakan UMKM yang telah terverifikasi dan berhak menerima bantuan dari pemerintah pusat Dari Pak Wali Kota kesehatan dan ekonomi harus berjalan secara seimbang kata Atet 
Pembatasan perjalanan di perbatasan AS diperpanjang hingga 21 Januari,Dunia, Washington Perbatasan darat AS dengan Kanada dan Meksiko akan tetap ditutup untuk perjalanan yang tidak penting hingga setidaknya Januari saat kasus virus corona melonjak ke angka tertinggi kata pejabat AS dan Kanada Jumat Dengan demikian pemerintahan Presiden terpilih Joe Biden akan menjadi pihak yang membuat keputusan ketika dia menjabat pada Januari untuk menentukan kapan akan mencabut pembatasan yang pertama kali diberlakukan pada Maret untuk mengendalikan penyebaran virus Penjabat Menteri Keamanan Dalam Negeri AS Chad Wolf mengatakan di Twitter perpanjangan satu bulan terbaru adalah upaya untuk terus mencegah penyebaran COVID Perdana Menteri Kanada Justin Trudeau menulis di Twitter pada Jumat bahwa untuk menjaga keamanan warga Kanada kami telah memperpanjang tindakan yang saat ini berlaku di perbatasan Kanada AS selama hari lagi Kanada tidak terlalu menunjukkan minat untuk mencabut pembatasan Pejabat AS sebelumnya telah berupaya membuat beberapa revisi terutama untuk penduduk di sepanjang perbatasan Kanada Virus corona sedang mengamuk di AS sementara gelombang kedua virus di Kanada memburuk saat liburan mendekat Amerika Serikat mencatat lebih dari kasus COVID per hari selama empat hari berturut turut menurut itungan data resmi Reuters Rekor kematian AS dilaporkan pada Rabu AS telah melaporkan sekitar juta kasus dan kematian sejak pandemi mulai muncul Sebaliknya Kanada memiliki sekitar kasus yang dikonfirmasi dengan lebih dari kematian Statistik Kanada mengatakan pada Oktober bahwa kunjungan wisatawan AS ke Kanada dengan mobil selama Agustus turun persen dan jumlah pelancong AS ke Kanada dengan pesawat turun persen Presiden AS Donald Trump telah mempertimbangkan untuk mencabut pembatasan yang tadinya melarang sebagian besar pelancong non AS dari Inggris Irlandia Brazil dan negara wilayah bebas perbatasan Schengen di Eropa Reuters pertama kali melaporkan pada November bahwa Gedung Putih sedang mempertimbangkan untuk membatalkan larangan masuk dari Eropa dan Brazil Rencana tersebut mendapat dukungan dari anggota satuan tugas virus corona Gedung Putih kesehatan masyarakat dan badan badan federal lainnya Trump mungkin masih memilih untuk tidak mencabut pembatasan mengingat tingginya jumlah infeksi di Eropa Salah satu rintangan potensial adalah bahwa negara negara Eropa tidak akan segera mengizinkan sebagian besar orang Amerika untuk kembali berkunjung kata para pejabat Sumber Reuters Bandara Baghdad dibuka kembali meski kasus infeksi masih tinggi Penerjemah Azis KurmalaEditor Tia Mutiasari 
Pasien RSD Wisma Atlet sembuh COVID-19 capai 28.123 orang,Politik, Pasien terdaftar sebanyak pasien pasien sembuh orangJakarta Pasien yang dinyatakan sembuh dari COVID di Rumah Sakit Darurat RSD Wisma Atlet Kemayoran Jakarta hingga Desember dilaporkan mencapai orang Perwira Penerangan Kogabwilhan I Kolonel Marinir Aris Mudian dalam keterangan persnya di Jakarta Sabtu mengatakan jumlah pasien sembuh itu merupakan akumulasi dari pencatatan sejak Maret lalu Rekapitulasi sejak Maret Desember pasien terdaftar sebanyak pasien pasien sembuh orang kata dia Rekapitulasi pasien sejak Maret untuk pasien yang berada di Tower dan itu juga mendata sebanyak pasien dirujuk ke rumah sakit lainnya sedangkan untuk data yang meninggal dunia dicatat tetap sebanyak orang Kemudian terhitung sejak September juga melaporkan pasien flat isolasi mandiri di Tower RSD Wisma Atlet Jumlah pasien terdaftar sampai Desember sebanyak orang Berikutnya pasien yang dinyatakan sembuh sebanyak pasien rujuk orang selanjutnya yang masih dalam perawatan yakni sebanyak orang atau bertambah orang dari laporan sebelumnya Lebih lanjut Rumah Sakit Darurat RS Wisma Atlet Kemayoran Jakarta sesuai data Sabtu Desember merawat sebanyak pasien terkonfirmasi positif COVID Perkembangan jumlah pasien rawat inap di RSD Wisma Atlet Tower dan total orang pria dan perempuan kata dia lagi Rincian jumlah pasien yang dirawat dari pria dan perempuan tersebut yakni sebanyak orang berstatus positif COVID jumlah pasien positif bertambah orang dibanding laporan sebelumnya Sedangkan di RS Khusus Infeksi COVID Pulau Galang merawat sebanyak pasien berstatus positif COVID jumlah pasien positif berkurang orang jika dibandingkan dengan laporan sebelumnya Pasien yang terdaftar di rumah sakit itu sejak April yakni sebanyak orang sebanyak orang pasien sembuh pasien suspek yang selesai perawatan pasien dirujuk ke rumah sakit lain orang dan tidak ada pasien meninggal di RSD Pulau Galang 
Basarnas Kupang evakuasi warga jatuh dalam sumur,Humaniora, Kupang Tim SAR Kantor Pencarian dan Pertolongan Kelas A Kupang Nusa Tenggara Timur berhasil mengevakuasi Dominikus Akoit warga Kabupaten Kupang yang jatuh ke dalam sumur pada Sabtu pagi Kepala Kantor Pencarian dan Pertolongan Kelas A Kupang Emi Friezer membenarkan adanya peristiwa yang terjadi pada Sabtu pukul wita itu Benar kami telah melakukan operasi SAR terhadap satu warga Kabupaten Kupang yang jatuh ke sumur sedalam meter kata Emi Friezer Ia mengatakan peristiwa yang dialami Dominikus Akoit warga Desa Noelbaki Kecamatan Kupang Tengah terjadi pada pukul wita diduga hendak menimba air sumur Emi Frizer mengatakan tim SAR berjumlah orang langsung bergerak ke lokasi kejadian untuk melakukan operasi penyelamatan terhadap korban Menurut dia proses evakuasi terhadap korban berlangsung cepat namun korban saat ditemukan sudah dalam kondisi meninggal dunia Menurut dia proses evakuasi korban dilakukan dengan protokol kesehatan dalam pencegahan COVID Pada saat korban dievakuasi dari dalam sumur sudah dalam kondisi meninggal para petugas SAR yang mengevakuasi korban juga tetap menggunakan Alat Pelindung Diri APD pencegahan COVID tegas Emi Friezer Ia mengatakan setelah proses evakuasi berlangsung tim SAR langsung menyerahkan jenazah korban Dominikus Akoit kepada pihak keluarga Pewarta Benediktus Sridin Sulu JahangEditor Budhi Santoso 
KPU Bantul sebut 20 orang kontak erat KPPS positif COVID-19 dites usap,Politik, Jadi yang orang ini akan dilakukan tes swab juga di hari Senin Bantul Sebanyak orang punya riwayat kontak erat dengan seorang petugas Kelompok Penyelenggara Pemungutan Suara KPPS Pemilihan Kepala Daerah Kabupaten Bantul Daerah Istimewa Yogyakarta yang kemudian terkonfirmasi positif COVID akan segera menjalankan tes usap untuk mengetahui kondisi kesehatannya Ada orang yang ke tracking saat ini dilakukan isolasi oleh Dinas Kesehatan jadi yang orang ini akan dilakukan tes swab juga di hari Senin kata Koordinator Divisi Partisipasi Masyarakat dan Sumber Daya Manusia SDM Komisi Pemilihan Umum KPU Bantul Musnif Istiqomah di Bantul Sabtu Musnif mengatakan satu petugas KPPS di Tempat Pemungutan Suara TPS Desa Patalan Jetis dinyatakan positif terinfeksi COVID berdasarkan hasil tes swab Kabar itu diterima petugas tersebut dari Dinas Kesehatan Yogyakarta saat proses pemungutan suara Desember berlangsung Musnif mengatakan orang yang punya riwayat kontak erat dengan kasus positif KPPS setelah ada penelusuran itu adalah enam orang petugas KPPS yang lain dua orang petugas Linmas atau petugas ketertiban TPS sisanya adalah keluarga dan orang orang sekitar yang masuk kategori kontak erat Tes swab akan dilakukan pada Senin karena kontak mereka dengan KPPS positif baru hari itu saat pemungutan suara Desember sehingga kalau dilakukan tes swab langsung saat itu kemungkinan tidak akan kelihatan kondisinya katanya pula Dia mengatakan terkait dengan pelaksanaan pemungutan suara di TPS tersebut tetap berlanjut setelah satu jam kemudian usai petugas KPPS dibawa petugas Dinkes dan puskesmas dan dilakukan penyemprotan disinfektan di area TPS juga pertimbangan Tim Gugus Tugas Penanganan COVID Kemudian kenapa dibolehkan kegiatan itu dilanjutkan karena saat itu kita ada koordinasi dengan gugus tugas bahwa setelah kegiatan dihentikan memang arahan dari gugus tugas bisa dilanjutkan setelah ada disinfektan jadi anggota KPPS lainnya tetap melanjutkan tugas sampai selesai dengan protokol kesehatan katanya pula Anggota KPU Bantul Mestri Widodo mengatakan bagi pemilih yang menggunakan hak pilihnya di TPS tersebut tidak diarahkan untuk melakukan tes usap karena sesuai kriteria dari Dinkes bahwa yang harus melakukan tes usap dan isolasi adalah yang kontak erat dengan kasus positif COVID Saat koordinasi dengan gugus tugas kabupaten itu mereka menyampaikan kontak erat kontak erat itu kriterianya apa saja dan pemilih tidak masuk kriteria itu karena intensitas ketemunya tidak lama kemudian ada jarak dan tidak langsung berhadapan katanya lagi 
